order_id,user_id,order_date,amount,status
10130,64,2025-05-09,843.57,completed
10131,287,2025-02-23,1818.09,completed
10132,449,2025-04-15,389.94,completed
10133,46,2025-04-11,972.76,completed
10134,441,2025-03-05,343.19,completed
10135,208,2025-02-06,523.85,completed
10136,269,2025-10-06,1973.26,completed
10137,83,2025-10-28,1058.99,completed
10138,311,2025-07-01,877.1,completed
10139,92,2025-08-13,649.29,completed
10140,137,2025-12-02,939.68,completed
10141,361,2025-11-04,1353.95,completed
10142,26,2025-01-12,2182.1,returned
10143,224,2025-12-14,174.58,completed
10144,298,2025-01-25,612.63,completed
10145,67,2025-01-10,1225.82,cancelled
10146,148,2025-05-28,1023.31,completed
10147,172,2025-09-30,1454.42,cancelled
10148,332,2025-01-30,1322.5,completed
10149,489,2025-04-17,885.89,returned
10150,419,2025-04-06,758.39,returned
10151,95,2025-05-26,923.48,
10152,10,2025-12-26,2450.68,completed
10153,26,2025-05-01,656.94,completed
10154,298,2025-03-18,1049.46,completed
10155,79,2025-02-14,1246.8,completed
10156,116,2025-03-14,3269.02,completed
10157,424,2025-02-18,888.72,completed
10158,437,2025-07-29,2145.58,completed
10159,420,2025-06-03,2597.71,completed
10160,127,2025-07-01,1048.77,completed
10161,310,2025-10-31,946.24,cancelled
10162,306,2025-07-31,871.02,completed
10163,93,2025-02-26,916.83,cancelled
10164,277,2025-05-18,1994.14,cancelled
10165,263,2025-04-25,1289.11,completed
10166,199,2025-10-29,1292.98,completed
10167,376,2025-04-23,498.87,cancelled
10168,339,2025-02-20,557.11,completed
10169,267,2025-09-26,4916.8,completed
10170,363,2025-06-06,968.28,cancelled
10171,382,2025-02-04,637.57,completed
10172,284,2025-09-09,2986.24,completed
10173,134,2025-03-18,1335.77,cancelled
10174,380,2025-11-13,1643.71,completed
10175,359,2025-10-31,995.62,cancelled
10176,492,2025-05-15,877.37,completed
10177,75,2025-07-22,973.88,completed
10178,210,2025-07-27,416.58,completed
10179,463,2025-08-27,1031.17,completed
10180,258,2025-01-26,1349.14,returned
10181,472,2025-04-29,4005.1,completed
10182,7,2025-03-04,1164.68,completed
10183,18,2025-09-12,214.02,completed
10184,399,2025-01-26,1026.81,returned
10185,180,2025-07-08,7462.55,completed
10186,261,2025-09-23,2011.14,completed
10187,215,2025-12-13,621.65,completed
10188,204,2025-04-16,1658.68,completed
10189,470,2025-01-03,652.36,returned
10190,48,2025-09-22,425.1,returned
10191,387,2025-01-01,859.32,completed
10192,445,2025-01-25,1169.19,completed
10193,329,2025-12-28,295.74,completed
10194,198,2025-11-11,490.58,completed
10195,81,2025-09-16,1104.6,completed
10196,342,2025-11-01,824.09,completed
10197,235,2025-01-28,1445.73,completed
10198,75,2025-02-02,468.59,cancelled
10199,180,2025-04-20,1807.82,completed
10200,481,2025-01-09,478.84,completed
10201,133,2025-11-21,3463.08,completed
10202,90,2025-01-21,329.96,completed
10203,341,2025-07-18,510.41,completed
10204,100,2025-11-08,1468.74,completed
10205,460,2025-09-26,3515.59,completed
10206,430,2025-03-27,1367.21,completed
10207,492,2025-06-21,1626.2,cancelled
10208,457,2025-07-20,1110.18,cancelled
10209,122,2025-10-08,534.6,completed
10210,107,2025-06-05,778.14,completed
10211,172,2025-04-15,469.5,completed
10212,235,2025-10-18,448.05,completed
10213,440,2025-11-20,1452.77,returned
10214,367,2025-06-28,499.58,returned
10215,323,2025-01-11,1371.54,completed
10216,440,2025-07-02,440.86,completed
10217,323,2025-11-21,1349.47,completed
10218,190,2025-12-28,778.93,completed
10219,207,2025-05-27,2935.49,returned
10220,259,2025-02-24,1375.54,completed
10221,45,2025-07-28,2604.64,completed
10222,371,2025-10-31,646.16,completed
10223,327,2025-12-11,1140.59,completed
10224,366,2025-01-19,551.83,completed
10225,267,2025-04-17,820.96,cancelled
10226,392,2025-06-24,912.81,completed
10227,475,2025-02-05,659.78,completed
10228,285,2025-11-20,468.32,completed
10229,223,2025-02-10,407.7,completed
10230,53,2025-08-31,213.19,completed
10231,390,2025-12-02,523.51,completed
10232,452,2025-09-08,1701.47,completed
10233,350,2025-10-06,358.19,completed
10234,433,2025-04-07,420.87,cancelled
10235,431,2025-10-30,3841.54,completed
10236,400,2025-06-02,702.36,returned
10237,252,2025-01-23,1372.97,completed
10238,50,2025-05-14,1719.21,completed
10239,2,2025-05-08,1743.71,completed
10240,103,2025-07-10,377.81,completed
10241,216,2025-04-07,932.86,completed
10242,372,2025-06-18,353.27,completed
10243,228,2025-06-06,6077.95,cancelled
10244,12,2025-04-30,359.1,completed
10245,106,2025-09-12,526.64,completed
10246,490,2025-04-22,529.31,returned
10247,495,2025-10-07,384.65,completed
10248,189,2025-04-02,2826.56,returned
10249,403,2025-11-12,5977.24,cancelled
10250,360,2025-05-14,786.01,cancelled
10251,466,2025-01-15,435.16,cancelled
10252,444,2025-02-24,229.1,completed
10253,315,2025-10-22,924.38,completed
10254,198,2025-11-15,878.79,completed
10255,314,2025-03-19,695.13,completed
10256,160,2025-08-08,1280.44,completed
10257,175,2025-07-29,1446.09,completed
10258,305,2025-02-18,1374.93,completed
10259,286,2025-06-14,878.94,completed
10260,291,2025-09-11,507.18,completed
10261,193,2025-12-20,1747.75,cancelled
10262,205,2025-11-06,1106.28,completed
10263,6,2025-02-05,2042.34,completed
10264,301,2025-03-28,1906.55,completed
10265,288,2025-06-09,405.36,completed
10266,468,2025-02-24,401.84,completed
10267,253,2025-07-28,646.21,completed
10268,234,2025-01-04,523.54,completed
10269,34,2025-02-11,1860.64,completed
10270,99,2025-01-18,1402.37,completed
10271,170,2025-04-18,2367.12,completed
10272,189,2025-10-06,1447.42,completed
10273,182,2025-03-06,1269.09,completed
10274,198,2025-12-27,2539.72,completed
10275,385,2025-04-09,1523.57,completed
10276,66,2025-01-17,1150.18,completed
10277,167,2025-05-03,3091.21,completed
10278,82,2025-10-01,1188.71,completed
10279,154,2025-02-08,886.22,returned
10280,343,2025-01-27,610.04,completed
10281,24,2025-11-07,1793.85,completed
10282,170,2025-08-05,2606.95,completed
10283,12,2025-05-06,1058.48,cancelled
10284,478,2025-10-03,2739.53,cancelled
10285,364,2025-11-05,276.16,completed
10286,122,2025-05-12,1054.88,completed
10287,100,2025-07-24,1066.28,completed
10288,50,2025-01-04,659.25,completed
10289,237,2025-04-22,5817.95,completed
10290,377,2025-08-06,1046.98,completed
10291,293,2025-03-13,824.34,returned
10292,441,2025-12-28,1116.74,cancelled
10293,172,2025-12-21,269.89,completed
10294,140,2025-04-05,644.25,returned
10295,240,2025-05-25,2182.59,completed
10296,102,2025-03-11,706.09,completed
10297,488,2025-07-03,613.87,cancelled
10298,93,2025-02-15,2742.62,completed
10299,240,2025-05-23,2802.25,completed
10300,262,2025-07-22,1574.82,completed
10301,29,2025-08-12,797.45,completed
10302,235,2025-08-06,927.39,completed
10303,228,2025-03-22,624.59,completed
10304,130,2025-10-17,546.57,completed
10305,64,2025-09-10,527.9,completed
10306,23,2025-10-02,711.49,completed
10307,5,2025-06-20,531.5,completed
10308,241,2025-11-22,367.02,completed
10309,45,2025-05-23,1278.68,completed
10310,480,2025-10-22,1292.35,completed
10311,123,2025-03-16,3606.72,completed
10312,327,2025-04-01,686.88,completed
10313,337,2025-07-12,1349.2,cancelled
10314,248,2025-07-22,1364.99,completed
10315,442,2025-09-30,918.11,completed
10316,56,2025-04-19,1846.47,completed
10317,118,2025-11-15,1886.84,completed
10318,127,2025-05-01,1379.1,completed
10319,68,2025-07-14,916.95,completed
10320,148,2025-12-07,853.83,completed
10321,157,2025-07-16,420.97,returned
10322,383,2025-09-06,623.82,completed
10323,151,2025-11-28,709.52,cancelled
10324,439,2025-12-22,499.31,completed
10325,387,2025-07-02,1492.11,cancelled
10326,451,2025-06-02,2534.22,returned
10327,53,2025-03-13,580.77,completed
10328,493,2025-07-16,1337.3,completed
10329,307,2025-12-02,531.72,completed
10330,492,2025-06-27,885.86,completed
10331,178,2025-05-08,676.39,completed
10332,477,2025-02-09,1671.25,cancelled
10333,295,2025-05-23,681.88,returned
10334,36,2025-03-28,2226.45,completed
10335,206,2025-12-23,923.34,completed
10336,69,2025-07-12,695.95,completed
10337,471,2025-02-20,456.09,completed
10338,153,2025-01-25,1309.29,completed
10339,112,2025-11-07,2052.17,completed
10340,277,2025-12-06,1327.86,completed
10341,213,2025-10-06,5256.3,completed
10342,49,2025-02-15,2983.5,completed
10343,409,2025-02-05,884.24,completed
10344,423,2025-03-14,877.77,completed
10345,372,2025-10-02,1523.53,completed
10346,309,2025-10-07,609.96,returned
10347,202,2025-11-02,2480.96,cancelled
10348,272,2025-02-05,1412.51,completed
10349,261,2025-02-25,1312.28,completed
10350,83,2025-11-25,1773.78,completed
10351,41,2025-12-05,3662.79,completed
10352,127,2025-09-22,1236.04,completed
10353,228,2025-02-08,1013.2,completed
10354,81,2025-01-26,3152.98,completed
10355,54,2025-01-21,2158.75,completed
10356,426,2025-09-10,875.95,completed
10357,188,2025-11-05,1100.62,completed
10358,293,2025-08-19,1257.36,completed
10359,263,2025-04-06,1412.72,completed
10360,368,2025-10-04,424.27,completed
10361,370,2025-01-22,372.51,completed
10362,149,2025-10-30,589.24,completed
10363,424,2025-11-22,558.18,cancelled
10364,186,2025-09-20,698.77,returned
10365,418,2025-11-17,1710.08,completed
10366,203,2025-08-02,974.33,cancelled
10367,56,2025-06-20,1258.25,completed
10368,381,2025-04-28,465.44,completed
10369,16,2025-12-03,793.82,completed
10370,387,2025-09-12,1654.21,completed
10371,22,2025-03-11,1663.15,completed
10372,104,2025-12-16,660.37,returned
10373,302,2025-01-22,1228.03,completed
10374,471,2025-08-03,5111.22,completed
10375,205,2025-03-11,1083.21,completed
10376,61,2025-08-31,675.04,completed
10377,117,2025-05-31,971.04,completed
10378,449,2025-06-09,1169.73,completed
10379,364,2025-09-03,986.52,completed
10380,51,2025-10-03,1072.83,cancelled
10381,193,2025-05-19,399.25,completed
10382,133,2025-12-31,559.01,completed
10383,89,2025-07-01,987.79,cancelled
10384,424,2025-02-28,976.83,completed
10385,309,2025-01-03,737.8,completed
10386,90,2025-03-15,968.83,completed
10387,326,2025-09-10,1144.49,completed
10388,207,2025-07-16,2043.85,completed
10389,31,2025-05-04,1023.06,completed
10390,225,2025-06-25,1450.08,completed
10391,93,2025-11-02,750.61,completed
10392,123,2025-07-28,1636.75,completed
10393,440,2025-01-22,1426.55,completed
10394,356,2025-01-18,2010.37,completed
10395,68,2025-06-25,1807.0,completed
10396,426,2025-05-28,1655.92,completed
10397,288,2025-11-07,1023.63,completed
10398,438,2025-08-01,1301.74,returned
10399,374,2025-10-04,2308.74,completed
10400,170,2025-08-02,694.75,completed
10401,268,2025-05-07,706.35,completed
10402,266,2025-08-28,1245.14,completed
10403,360,2025-08-15,1466.59,completed
10404,125,2025-09-20,615.93,cancelled
10405,167,2025-03-11,1040.72,completed
10406,123,2025-08-23,1026.8,completed
10407,149,2025-04-15,232.6,completed
10408,81,2025-10-16,940.38,cancelled
10409,19,2025-10-19,982.28,completed
10410,471,2025-08-17,980.24,completed
10411,38,2025-12-12,2954.66,completed
10412,444,2025-07-16,468.22,cancelled
10413,2,2025-01-10,615.7,completed
10414,389,2025-08-10,176.17,returned
10415,165,2025-10-11,783.18,cancelled
10416,259,2025-02-06,831.35,completed
10417,142,2025-02-08,767.41,cancelled
10418,246,2025-04-10,2381.23,completed
10419,226,2025-11-05,2003.06,completed
10420,265,2025-07-12,1158.06,completed
10421,197,2025-12-23,846.04,cancelled
10422,269,2025-11-15,2249.21,completed
10423,413,2025-07-22,1081.57,completed
10424,218,2025-09-05,618.45,completed
10425,181,2025-05-01,329.85,completed
10426,66,2025-02-02,805.19,cancelled
10427,180,2025-05-26,1859.85,completed
10428,63,2025-08-05,5396.88,completed
10429,92,2025-03-08,1144.96,cancelled
10430,477,2025-03-22,641.78,cancelled
10431,45,2025-01-06,478.44,completed
10432,242,2025-09-25,1613.83,completed
10433,418,2025-11-25,318.87,completed
10434,477,2025-10-30,1612.02,completed
10435,74,2025-05-19,1943.8,completed
10436,82,2025-08-05,1488.31,completed
10437,187,2025-12-17,940.34,cancelled
10438,278,2025-08-04,1628.57,completed
10439,480,2025-04-18,1236.03,cancelled
10440,104,2025-05-04,636.07,cancelled
10441,83,2025-09-23,4004.96,completed
10442,127,2025-06-12,857.33,completed
10443,438,2025-11-02,1887.53,completed
10444,16,2025-11-12,201.74,completed
10445,191,2025-01-14,2679.89,completed
10446,60,2025-09-22,3066.02,completed
10447,79,2025-05-16,1119.78,completed
10448,459,2025-07-09,1621.55,completed
10449,1,2025-04-07,1621.26,completed
10450,161,2025-05-15,699.28,completed
10451,458,2025-05-01,1608.38,completed
10452,305,2025-01-19,622.63,completed
10453,36,2025-10-13,716.14,returned
10454,233,2025-02-22,2413.57,cancelled
10455,486,2025-05-18,2169.52,cancelled
10456,201,2025-03-12,668.83,completed
10457,265,2025-02-28,656.22,completed
10458,266,2025-05-17,697.9,completed
10459,331,2025-12-02,1831.42,completed
10460,94,2025-12-11,544.58,completed
10461,420,2025-05-20,1407.68,cancelled
10462,495,2025-07-04,1849.73,completed
10463,72,2025-12-26,1030.94,completed
10464,410,2025-03-27,2223.96,returned
10465,409,2025-12-11,886.24,completed
10466,371,2025-02-08,944.17,completed
10467,186,2025-03-24,553.32,cancelled
10468,235,2025-05-04,2235.06,completed
10469,420,2025-01-14,641.26,completed
10470,77,2025-10-25,1400.86,completed
10471,415,2025-11-09,1043.23,cancelled
10472,461,2025-05-20,524.82,completed
10473,341,2025-11-02,715.96,completed
10474,171,2025-10-09,2887.11,completed
10475,280,2025-10-20,1262.89,completed
10476,26,2025-10-20,541.09,cancelled
10477,466,2025-07-29,1357.95,completed
10478,172,2025-02-10,990.02,completed
10479,29,2025-12-04,12305.88,completed
10480,398,2025-08-11,1338.88,completed
10481,329,2025-11-25,840.14,completed
10482,312,2025-12-17,2963.18,completed
10483,28,2025-03-10,302.26,completed
10484,376,2025-05-27,1171.48,completed
10485,319,2025-03-12,4429.76,cancelled
10486,397,2025-01-19,1010.96,returned
10487,414,2025-12-19,325.93,completed
10488,106,2025-12-04,831.19,completed
10489,106,2025-12-07,3035.59,completed
10490,462,2025-11-19,1426.88,completed
10491,266,2025-08-25,609.6,completed
10492,219,2025-07-10,678.8,returned
10493,144,2025-12-28,741.16,completed
10494,320,2025-07-21,1412.11,completed
10495,377,2025-08-23,2798.22,returned
10496,2,2025-03-19,2290.89,completed
10497,277,2025-09-30,1509.01,completed
10498,497,2025-10-27,431.75,completed
10499,141,2025-09-05,432.87,completed
10500,141,2025-07-01,1592.84,cancelled
10500,440,2025-03-14,427.59,completed
10502,32,2025-01-13,936.46,completed
10503,199,2025-08-17,1356.83,completed
10504,230,2025-09-07,494.57,cancelled
10505,399,2025-10-10,535.4,completed
10506,65,2025-12-13,1026.71,completed
10507,218,2025-07-01,1560.18,completed
10508,77,2025-10-30,2305.52,cancelled
10509,394,2025-09-19,1677.29,completed
10510,317,2025-04-12,1154.66,completed
10511,249,2025-11-05,650.45,cancelled
10512,197,2025-01-20,518.2,completed
10513,77,2025-08-07,766.92,completed
10514,461,2025-12-10,1461.11,completed
10515,324,2025-08-29,1388.02,completed
10516,160,2025-12-09,252.16,completed
10517,207,2025-01-21,632.72,completed
10518,364,2025-07-14,2548.23,completed
10519,360,2025-10-12,1159.16,completed
10520,231,2025-08-23,406.71,completed
10521,152,2025-11-18,5704.87,returned
10522,330,2025-06-18,1074.64,completed
10523,330,2025-09-07,1435.16,completed
10524,300,2025-06-03,1450.51,completed
10525,37,2025-11-15,847.83,completed
10526,237,2025-02-13,658.98,completed
10527,307,2025-04-03,4842.43,completed
10528,476,2025-02-05,2213.31,completed
10529,263,2025-09-14,1949.55,completed
10530,172,2025-03-26,1641.56,completed
10531,278,2025-04-26,543.31,cancelled
10532,89,2025-11-02,2681.87,cancelled
10533,46,2025-05-12,607.78,completed
10534,340,2025-02-23,1337.16,completed
10535,494,2025-01-08,348.08,completed
10536,424,2025-03-24,262.8,cancelled
10537,292,2025-11-30,1370.33,cancelled
10538,21,2025-07-20,622.43,cancelled
10539,494,2025-12-30,272.48,completed
10540,225,2025-03-20,1601.07,cancelled
10541,145,2025-05-09,4837.03,completed
10542,447,2025-03-01,2900.66,cancelled
10543,374,2025-05-26,915.87,completed
10544,375,2025-07-25,1103.44,completed
10545,139,2025-10-22,2041.41,completed
10546,496,2025-05-15,2405.44,returned
10547,227,2025-10-09,862.23,completed
10548,266,2025-08-17,1123.19,completed
10549,376,2025-04-17,1353.47,completed
10550,330,2025-11-29,1616.01,completed
10551,87,2025-06-08,999.09,returned
10552,152,2025-02-25,1008.22,completed
10553,181,2025-12-18,2880.97,completed
10554,474,2025-11-30,2557.19,cancelled
10555,358,2025-01-19,1531.78,completed
10556,184,2025-11-26,3653.26,completed
10557,368,2025-12-12,836.72,completed
10558,370,2025-10-30,3415.51,completed
10559,198,2025-04-04,1603.21,completed
10560,202,2025-08-19,10826.13,completed
10561,448,2025-07-16,475.93,completed
10562,281,2025-08-15,676.86,completed
10563,75,2025-08-14,1470.21,cancelled
10564,360,2025-08-22,1448.18,cancelled
10565,295,2025-07-07,4294.53,completed
10566,255,2025-09-10,686.86,completed
10567,363,2025-07-12,2066.15,returned
10568,454,2025-01-07,2474.33,completed
10569,166,2025-01-13,1795.89,completed
10570,210,2025-12-16,559.64,completed
10571,95,2025-11-28,2937.84,completed
10572,324,2025-08-02,2592.89,completed
10573,202,2025-03-05,1668.55,completed
10574,172,2025-10-13,1265.27,completed
10575,349,2025-02-22,1284.69,returned
10576,205,2025-05-18,1037.83,completed
10577,233,2025-05-01,1717.37,completed
10578,221,2025-01-05,1120.8,completed
10579,130,2025-10-22,605.49,completed
10580,63,2025-07-06,526.36,completed
10581,414,2025-04-26,647.8,completed
10582,46,2025-07-05,1281.12,completed
10583,163,2025-01-01,1076.13,completed
10584,334,2025-06-09,1275.05,cancelled
10585,66,2025-07-09,1557.08,completed
10586,328,2025-05-04,706.89,cancelled
10587,367,2025-10-31,3059.36,completed
10588,332,2025-04-02,909.23,completed
10589,153,2025-02-20,809.65,completed
10590,10,2025-07-12,1537.13,completed
10591,444,2025-11-20,303.22,completed
10592,164,2025-05-17,630.57,completed
10593,403,2025-01-18,2179.28,completed
10594,99,2025-12-21,324.99,completed
10595,82,2025-06-12,2397.79,returned
10596,390,2025-03-05,3158.32,completed
10597,470,2025-08-13,846.73,completed
10598,431,2025-04-27,1345.16,cancelled
10599,376,2025-12-09,2400.33,cancelled
10600,124,2025-04-18,790.96,completed
10601,457,2025-07-20,2013.12,completed
10602,334,2025-07-18,685.53,completed
10603,87,2025-03-30,785.0,completed
10604,65,2025-07-02,626.7,completed
10605,436,2025-02-09,1393.89,completed
10606,138,2025-08-23,2466.56,completed
10607,383,2025-10-04,964.03,completed
10608,70,2025-12-13,450.4,cancelled
10609,141,2025-04-29,513.94,cancelled
10610,142,2025-04-15,1445.51,cancelled
10611,141,2025-07-20,3987.35,completed
10612,338,2025-09-10,1444.63,completed
10613,458,2025-12-29,836.45,completed
10614,456,2025-01-10,1874.93,completed
10615,371,2025-03-28,927.37,completed
10616,102,2025-04-06,841.51,completed
10617,481,2025-04-04,560.64,completed
10618,272,2025-06-19,2939.26,completed
10619,273,2025-11-15,185.41,completed
10620,351,2025-01-12,1916.97,completed
10621,385,2025-10-25,792.65,completed
10622,477,2025-08-14,822.84,completed
10623,292,2025-08-13,3585.38,returned
10624,306,2025-09-05,665.21,completed
10625,373,2025-02-12,681.27,completed
10626,128,2025-09-30,1000.97,cancelled
10627,154,2025-04-01,1465.12,completed
10628,313,2025-07-08,804.89,completed
10629,33,2025-09-05,364.42,completed
10630,161,2025-08-09,598.25,completed
10631,359,2025-04-28,2689.02,completed
10632,489,2025-05-25,1155.56,cancelled
10633,260,2025-06-23,1503.82,returned
10634,200,2025-01-16,913.25,completed
10635,221,2025-09-23,691.15,completed
10636,343,2025-02-06,3548.57,completed
10637,273,2025-06-17,961.28,cancelled
10638,12,2025-08-28,804.03,completed
10639,270,2025-01-30,2362.08,completed
10640,201,2025-12-30,661.39,cancelled
10641,351,2025-05-18,723.2,completed
10642,438,2025-01-06,1104.53,completed
10643,482,2025-08-29,1096.84,completed
10644,306,2025-07-23,1315.18,completed
10645,182,2025-08-22,4741.78,completed
10646,222,2025-10-02,1387.66,completed
10647,89,2025-06-23,207.55,completed
10648,468,2025-10-29,1378.03,cancelled
10649,424,2025-05-16,1126.1,completed
10650,427,2025-07-18,1130.5,cancelled
10651,165,2025-02-27,1302.66,completed
10652,162,2025-08-15,1074.84,completed
10653,429,2025-04-06,1056.98,completed
10654,273,2025-09-12,1684.34,cancelled
10655,353,2025-10-20,750.35,completed
10656,245,2025-11-10,564.88,completed
10657,222,2025-12-06,9105.62,completed
10658,317,2025-02-14,664.41,completed
10659,407,2025-02-20,1176.27,returned
10660,168,2025-12-05,384.92,returned
10661,405,2025-05-20,1189.78,completed
10662,123,2025-01-10,570.63,completed
10663,202,2025-04-15,804.54,cancelled
10664,457,2025-11-02,2279.12,completed
10665,478,2025-05-10,1526.0,completed
10666,462,2025-01-29,1632.53,completed
10667,159,2025-09-21,317.4,completed
10668,422,2025-03-13,3967.24,completed
10669,469,2025-05-09,476.13,completed
10670,490,2025-01-02,3197.08,completed
10671,11,2025-08-08,2241.9,completed
10672,373,2025-06-12,1642.76,completed
10673,499,2025-11-13,602.75,completed
10674,383,2025-05-03,1219.4,completed
10675,117,2025-03-16,788.68,returned
10676,382,2025-03-02,1119.15,cancelled
10677,53,2025-03-15,920.66,completed
10678,241,2025-06-14,263.22,completed
10679,314,2025-02-01,2404.86,completed
10680,229,2025-05-27,1036.11,completed
10681,350,2025-11-08,781.05,completed
10682,121,2025-10-08,740.83,completed
10683,304,2025-08-21,1409.4,completed
10684,323,2025-11-22,586.62,completed
10685,317,2025-10-12,226.19,cancelled
10686,145,2025-08-27,1458.25,completed
10687,153,2025-11-12,1577.15,completed
10688,129,2025-02-15,953.61,completed
10689,231,2025-10-26,491.01,completed
10690,293,2025-04-18,1167.07,completed
10691,182,2025-09-25,393.4,completed
10692,205,2025-11-30,534.29,completed
10693,144,2025-07-01,648.4,completed
10694,110,2025-02-02,1979.81,completed
10695,329,2025-05-16,850.8,cancelled
10696,409,2025-05-29,801.51,completed
10697,146,2025-12-08,4308.24,completed
10698,431,2025-12-11,1403.5,completed
10699,286,2025-07-27,1390.33,completed
10700,84,2025-12-13,846.58,completed
10701,183,2025-06-09,722.37,completed
10702,4,2025-05-31,237.35,completed
10703,20,2025-11-02,2160.55,completed
10704,169,2025-09-01,1500.89,returned
10705,228,2025-07-10,967.37,completed
